"Prov","mun","stlmtsz8","stlmtsz5","H_SETTLEMENT","H_URBRURAL","E_RESPINT","F_INTPRIVACY","E1_LITERACY","gov_trst","dem_equ","dem_imp","dem_mil_reg","eth_death","eth_poldeath_sex","eth_sex_rel","Q106","Q107","Q108","Q109","Q110","Q112","Q120","Q143","Q158","Q159","Q160","Q161","Q162","Q177","Q178","Q179","Q180","Q181","Q182","Q183","Q184","Q185","Q186","Q187","Q188","Q189","Q190","Q191","Q192","Q193","Q194","Q195","Q234","Q240","Q241","Q242","Q243","Q244","Q245","Q246","Q247","Q248","Q249","Q250","Q251","Q252","Q286","Q287","Q288","Q288R","Q291G2","Q291G3","Q291G4","Q291G5","Q291G6","Q291P1","Q291P2","Q291P3","Q291P4","Q291P5","Q291P6","Q292A","Q292B","Q292C","Q292D","Q292E","Q292F","Q292G","Q292H","Q292I","Q292J","Q292K","Q292L","Q292M","Q292N","Q292O","Q293","Q35","Q36","Q39","Q40","Q41","Q47","Q48","Q49","Q50","Q143p","Q234p","Q287p","Q47p","ML1","ML3","ML2","ML4","ML5","ML6"
608162,608047,2,1,1,1,1,2,1,1.15636880226669,-0.639495762186552,-1.49161842782235,-0.604924317908282,1.02837949124594,-0.51870526429073,0.85609686022146,8,7,8,8,7,9,4,2,7,8,7,7,8,3,4,5,7,4,4,8,7,4,4,7,7,4,7,4,4,3,3,2,1,4,4,4,4,4,4,7,8,3,4,4,4,5,2,5,5,2,3,3,2,3,4,2,3,3,3,3,4,2,3,3,3,3,3,2,3,3,4,3,2,3,2,3,8,3,3,2,1,2,2,9,8,8,3,4,1,3,0.595970170004376,-1.35978364052816,1.36283780827039,-0.475553612883796,-0.0552433618528397,0.693838543056282
608162,608047,2,1,1,1,1,1,1,-0.191772405876903,-0.215019882498416,-1.35153469285197,0.0360171430314522,0.120342120539501,0.235142284252113,0.636186866691219,4,8,8,9,8,8,7,1,7,7,4,7,7,3,3,4,4,7,7,7,3,4,4,4,4,3,4,4,7,7,3,3,2,8,3,4,4,4,7,8,7,7,7,4,4,4,1,2,9,3,2,3,2,3,3,2,3,3,2,3,2,2,2,2,2,3,3,3,3,3,3,3,2,3,2,3,4,2,4,2,2,3,3,9,6,6,4,3,4,2,0.221314427297965,-0.577311004998244,-0.121557575434175,-1.34178632707576,-0.285750050137378,0.423335681413131
608162,608047,2,1,1,1,1,2,1,0.176128489059014,-0.575978570280411,-0.327873829738796,0.0677240747773118,0.655308281738398,-0.212165744126588,0.597821766398412,2,3,7,9,8,9,5,1,8,8,8,8,8,3,4,4,7,7,4,6,7,4,5,4,4,4,8,7,3,4,3,3,1,5,3,4,4,7,7,4,7,7,5,5,7,6,2,3,5,2,3,2,3,3,2,2,2,2,2,3,3,2,2,2,3,3,3,2,3,3,3,2,2,3,2,1,9,2,3,4,1,1,4,4,4,3,4,4,3,1,0.430145693745321,-0.779241008350911,0.191542970843313,-1.04696076486729,-0.333629616494833,0.9720768622249
608162,608047,2,1,1,1,2,1,1,0.852455003253693,1.86269602004902,1.61570293229384,2.1272941178138,-1.07128658258423,-1.34360532723585,-1.09876451772209,1,1,10,1,1,10,6,1,10,10,10,10,10,1,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,10,10,10,10,10,10,10,10,10,10,10,10,4,4,5,2,3,3,3,3,3,3,3,3,3,3,3,2,2,4,4,4,3,3,3,3,3,3,3,3,4,4,10,4,4,1,1,1,2,1,5,5,4,4,2,3,-1.17787866029567,1.94096921234184,0.809542796992522,-0.143879316036102,0.0824113831443197,0.261741580182075
608162,608047,2,1,1,1,1,2,1,-1.76939096851229,-1.15947828078283,0.7767315218003,-1.97147134586645,-1.10467582923522,0.121691674200283,-1.1655645379908,9,9,2,2,9,10,10,2,1,2,2,10,2,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,1,1,10,10,10,10,1,1,1,1,10,10,10,9,1,2,4,1,1,4,4,1,1,1,1,4,4,1,1,1,1,4,1,4,1,4,4,1,4,4,1,1,1,4,1,10,4,1,2,1,1,2,10,10,1,3,4,2,3,-1.01318231231553,-0.092979763641905,-1.91146269472644,-0.138373527761404,-1.25816550475987,-0.945330245568545
608162,608047,2,1,1,1,1,2,1,0.482734921548937,1.86269602004902,1.61570293229384,2.1272941178138,-1.00302845393428,-0.783222350238553,-1.336408561194,10,1,10,5,10,5,6,1,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,1,1,5,10,10,10,10,10,10,10,10,10,10,10,10,2,2,7,2,2,3,2,2,4,2,2,1,2,2,3,3,3,3,3,4,4,4,3,3,3,3,3,3,4,4,8,2,2,1,4,3,2,8,5,5,4,4,4,3,-1.03923421019718,2.0395257440066,0.408121140234811,0.110224895667666,0.177379999775736,-0.980605431134688
608162,608047,2,1,1,1,1,2,1,-0.0506562319558547,-0.660097678240709,-0.324945581951521,0.318329793436343,1.58439223156918,1.35916383129581,1.58911427655461,8,8,7,8,8,4,4,1,8,7,7,8,8,3,3,4,4,3,8,8,7,7,4,8,8,8,4,4,7,8,7,8,1,3,3,3,4,3,8,7,8,7,3,7,7,7,1,3,7,2,2,3,2,2,2,2,3,3,2,2,3,2,2,3,3,3,3,3,3,3,3,3,3,2,2,2,9,3,3,3,3,4,2,4,9,7,4,4,3,3,1.60227164782546,-0.69814467746982,-0.00687321309106076,-0.726875061982926,-0.446616896804469,-0.194102079676598
608162,608047,2,1,1,1,1,2,1,1.66989769136942,-1.21035283168356,-0.952104927927684,-1.26881123564506,-1.03343053846018,-1.38414079233205,-1.39390858051375,10,4,3,5,4,5,10,1,5,5,5,10,5,5,4,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,6,10,9,10,1,5,1,1,10,10,10,4,4,1,3,5,2,3,3,3,3,3,4,2,3,4,4,4,2,4,4,2,2,2,4,4,4,4,4,4,4,2,2,7,3,3,1,3,1,3,7,9,6,4,3,3,2,-1.27220892907285,-0.282199595752443,1.74183124403339,-0.359087631902965,1.50552128172951,0.617165937500693
608162,608047,2,1,1,1,1,2,1,0.0350123151379655,-0.318703207932869,-0.00485014839220393,-1.42626654052645,-0.553149567312444,0.117854703437378,0.0610514131091217,4,8,7,9,2,9,7,2,8,7,7,8,8,3,4,2,7,3,8,2,3,4,2,2,2,2,4,3,2,3,7,2,1,7,8,8,10,5,1,8,1,10,10,10,6,7,3,4,5,2,2,3,3,2,3,2,2,3,2,3,2,3,4,3,4,2,4,2,3,2,3,3,3,3,4,4,9,3,2,4,3,3,3,7,9,7,3,4,2,2,-0.407138104600501,0.376842638411425,0.135225038957594,0.416461088357689,-0.095794954656712,0.36188634653111
608162,608047,2,1,1,1,1,2,1,-0.866279733302744,1.28585482787465,1.55891049330435,1.52534875199007,2.36634974318418,2.30183413540847,1.9648740896861,10,10,1,-2,10,1,8,1,10,10,5,8,1,9,1,1,8,8,8,6,10,9,5,10,10,8,8,8,10,8,10,10,1,10,8,9,5,9,9,10,7,10,10,10,10,10,2,3,5,2,4,4,2,2,2,2,4,4,2,2,1,1,1,2,2,3,1,3,4,4,4,4,4,4,3,3,8,3,2,3,2,4,2,7,7,8,4,4,3,3,2.47587808314305,1.34116851090053,-1.01785748459234,-2.23500601848838,1.50983894919371,0.683926452471232
608162,608047,1,1,1,1,1,1,1,1.03435547962036,-1.02379943186201,0.181643850530043,-0.219123749842346,-0.798894173250116,-0.439460246475315,-0.345534910743318,9,8,7,5,3,7,5,1,9,7,8,5,8,9,1,1,1,1,1,1,1,9,5,1,1,1,5,1,1,8,1,5,1,7,8,5,5,8,5,5,5,8,2,8,8,8,2,3,6,2,3,3,2,4,4,3,3,2,2,4,4,4,4,4,4,3,4,2,4,4,2,3,3,3,3,4,10,5,1,1,2,4,2,9,9,7,4,4,3,3,-0.56473582379684,-0.388514236672152,1.1278570475599,0.85957650619884,0.179401441230259,-1.63464574113349
608162,608047,1,1,1,1,1,1,1,0.215165898088455,0.778637915863522,0.636607564504624,1.50301150965828,-0.643431331019469,1.43703307161972,0.644929006589688,10,8,10,5,10,10,10,1,10,10,10,10,7,7,1,1,1,1,7,5,1,9,1,1,1,1,6,5,9,8,6,9,1,5,9,8,8,9,10,7,8,6,8,9,8,8,2,3,5,2,2,4,2,2,2,2,2,3,3,2,3,2,4,2,2,3,5,2,2,3,3,2,4,4,4,5,6,4,1,1,1,2,3,5,5,8,4,4,3,2,0.206754859652624,1.00082867994234,0.324523229668295,-0.442010509066078,1.23580289633664,-1.33748020862203
608162,608047,1,1,1,1,1,1,1,0.852455003253693,-0.762213634121513,-0.654073280648425,-0.577303396925705,-0.0968092523651979,-0.0554349966284478,-0.250572811944455,8,7,7,8,7,9,8,2,8,8,8,5,7,9,1,1,1,1,5,1,1,5,6,8,1,1,5,5,8,1,5,1,2,5,5,5,5,5,5,5,5,5,5,10,5,5,2,3,5,2,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,5,2,2,3,5,5,4,4,3,3,5,3,3,4,2,2,3,5,5,5,3,3,3,2,-0.142910149562308,-0.904485271796484,1.02998760898645,0.721419286075086,1.81094025865252,-1.29730273216604
608162,608047,1,1,1,1,1,1,1,0.625670282238825,-0.391672175485403,0.87746981793273,1.06548379056647,0.692456382570435,1.11442895898878,1.02835538630435,10,8,8,7,5,9,10,1,10,7,4,4,3,4,9,10,10,5,10,5,5,5,5,5,5,5,7,7,5,5,8,5,1,10,5,9,9,4,8,8,8,4,2,8,10,3,2,3,5,2,2,2,2,3,3,3,3,3,3,1,3,3,4,4,3,3,4,3,3,2,3,3,3,3,4,3,5,4,2,1,2,4,2,8,8,5,4,4,3,3,0.95971106411366,-0.138170636630833,0.691855575911143,0.454521836252921,-0.0722967445391449,1.93249882340994
608162,608047,1,1,1,1,1,1,1,-0.0479635984789296,-0.388707622220506,-0.447777304105178,-0.123080831230777,0.723759798675056,0.0719917036836997,0.129584032555175,7,7,7,7,7,7,4,3,5,6,6,6,6,2,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,3,3,8,1,5,6,5,6,6,6,6,6,6,6,7,6,7,1,3,5,2,3,3,2,2,3,3,2,3,2,2,2,2,3,3,2,2,3,2,3,3,3,3,3,3,3,3,8,4,4,4,1,4,2,8,8,8,2,4,3,3,0.459487531192461,-0.424872548137328,0.0257705543144518,-0.762642428930466,0.201043361889069,-1.21894961111797
608162,608047,1,1,1,1,-5,1,-5,-0.191772405876903,1.10344268522066,0.445207009525467,1.44643147694754,-0.963644279193749,0.120474234186184,0.162792092195337,4,10,3,1,2,7,8,3,5,4,10,10,5,7,1,1,1,1,5,5,1,2,6,1,1,1,4,1,3,5,5,5,1,5,7,10,9,9,9,7,9,9,10,5,8,8,2,5,5,2,2,3,2,2,3,2,4,4,2,2,2,3,4,4,4,4,3,4,2,2,2,3,2,3,3,3,5,2,3,2,1,1,1,9,10,10,2,4,1,4,-0.563423861179919,1.28646536674517,-0.330745126178814,0.498941326269647,-0.698251476578789,-1.07340677231561
608162,608047,1,1,1,1,1,1,1,1.44311297035455,-0.928233944327117,-0.964508739899425,-0.585575776600602,-0.843539480157984,0.430809463097076,0.534336151653469,8,9,9,9,10,10,8,3,7,7,8,7,8,1,1,1,1,1,5,4,1,8,5,1,1,1,5,1,5,5,4,10,1,8,5,5,5,5,5,5,5,5,5,6,5,7,2,3,6,2,3,2,2,4,3,4,2,2,4,3,4,3,3,3,3,3,3,2,3,2,5,3,3,2,3,3,8,4,3,1,2,3,3,9,6,7,2,4,3,2,-0.247625807988505,-0.868305713933837,1.68703057227648,-0.681292400462008,0.141852134145505,-1.41319438255787
608162,608047,1,1,1,1,1,2,1,0.567530021934672,-1.74176383907522,-0.791057771513421,-1.27847957223381,1.49083849146643,0.576108615724836,-0.138038301144861,1,3,3,8,8,8,3,1,10,7,1,5,7,3,4,3,4,5,4,4,4,4,5,8,8,7,8,8,8,7,3,4,1,9,3,4,3,3,4,3,3,4,4,6,6,7,2,5,4,2,3,4,3,4,4,2,2,3,3,2,2,2,2,2,2,3,2,3,4,4,3,3,3,3,3,3,10,2,2,3,3,3,3,10,8,5,4,4,1,2,1.02353334113505,-1.91909917516459,0.561371929409475,-1.572908832173,0.500543452075362,-0.0239364336114519
608162,608047,1,1,1,1,1,2,1,0.625670282238825,0.741264315116741,-1.82538560480978,0.532706239458425,-0.349439808977712,-0.575996138770607,-0.238170300395747,5,10,10,5,5,7,5,2,8,7,7,10,7,8,1,1,1,1,8,1,1,9,1,1,5,1,5,5,5,1,2,2,1,7,1,2,3,6,8,10,10,7,7,10,1,1,2,3,5,2,4,4,2,4,3,3,2,4,3,3,3,4,4,2,3,4,3,2,4,3,3,3,4,3,3,4,6,2,2,1,2,3,2,5,7,6,3,4,3,3,-0.365683370754063,-0.165220105941513,0.890869486930532,-0.190127957629483,0.690985374791368,-1.41697988428939
608162,608047,1,1,1,1,1,1,1,0.935430916870589,-0.774431574333695,0.410726296989484,-0.0773715860327423,0.47190371164422,0.568653571928967,1.24987266381094,1,1,1,5,4,8,9,1,3,2,7,6,7,4,5,4,5,5,8,8,4,4,5,7,5,2,3,5,7,5,5,6,1,7,5,8,7,5,6,5,4,8,5,10,8,3,2,3,4,2,2,2,4,4,3,2,2,2,3,4,3,4,4,2,2,3,4,2,4,3,3,2,3,4,3,3,10,4,1,2,2,2,3,8,9,6,4,4,3,2,0.695496490263138,-0.267679785801457,1.08679985174636,-0.215103265985017,0.756941412514158,0.15108558462052
608162,608049,5,3,1,1,2,2,1,-0.724290112673609,1.33771408921492,1.16174768970539,1.5863746148659,-0.913452804798128,-1.26573998142282,-0.236237009864532,6,5,5,5,2,8,8,3,10,8,8,8,8,8,8,1,1,1,6,1,1,6,6,1,1,1,8,1,1,1,1,1,2,8,9,9,9,9,9,9,9,9,9,10,9,6,2,2,5,2,4,4,2,5,2,2,4,5,1,5,2,2,4,4,4,4,4,2,2,2,2,2,2,4,2,2,5,5,2,4,2,2,2,6,6,6,2,3,4,3,-0.890731870362923,1.50645259974948,-0.715203353184505,0.7062079796825,-0.375054079351302,-1.28982725476692
608162,608049,5,3,1,1,1,1,1,0.729568233899271,1.25111132143156,1.13246243591595,1.28526763058665,1.58101741107506,1.09997056903462,1.34923537690394,4,8,8,1,4,10,8,3,5,8,6,6,8,5,7,7,5,5,5,8,7,7,7,7,7,7,7,7,7,9,5,6,1,5,8,9,8,8,8,9,9,8,9,10,9,9,1,3,5,2,2,2,3,2,2,4,2,2,3,3,3,3,4,4,3,3,3,4,3,3,3,3,2,2,4,3,8,2,4,2,1,4,3,10,9,8,2,4,3,2,1.63952267299454,1.13865216521186,0.674256394966401,0.37233208649437,-0.757027097291853,0.411725016430443
608162,608049,5,3,1,1,1,2,1,0.767659902867959,1.51929249586032,0.804131116836348,0.159697533745801,-1.04639299556132,-1.11846969128619,-1.27492322059539,10,10,1,1,5,4,5,2,5,10,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,5,1,10,10,5,10,10,5,10,10,8,8,2,3,5,2,4,4,2,3,3,3,4,4,2,4,4,3,5,3,3,3,5,3,3,3,3,1,3,3,3,3,8,2,5,1,1,4,2,1,10,8,3,4,3,3,-1.18933586941916,0.816992651747989,0.910644016163208,0.971702224143493,0.0575552898236124,-1.24773864089511
608162,608049,5,3,1,1,1,1,1,-0.458467982629299,0.368723764091273,0.482510643286154,0.508966426928356,-0.734906656754465,-0.888670758753985,-0.995077916381511,7,7,8,9,2,8,8,3,9,9,9,5,7,8,2,2,8,2,2,2,1,3,2,1,2,2,2,2,2,2,2,2,1,5,7,7,8,7,7,7,7,3,8,8,8,8,4,3,4,2,4,4,2,4,2,2,4,4,2,4,2,2,5,3,4,4,4,3,2,2,2,4,2,4,3,3,8,4,2,5,2,4,3,8,7,7,2,4,3,2,-0.929457848095811,0.0343771673902201,-0.552173564687647,0.711661827110023,-0.346001503250799,0.53955730640321
608162,608049,5,3,1,1,1,1,1,-1.62558216111432,0.191315031534589,0.830720660143549,0.265414289335535,1.15996547377505,0.625041449897605,0.89450848395368,10,9,10,10,10,6,10,4,8,10,1,7,5,4,5,5,5,6,6,6,6,6,6,6,6,6,6,7,6,5,5,5,3,6,4,7,6,6,6,7,7,7,7,9,9,6,2,3,7,2,5,2,1,4,1,2,5,2,1,4,1,3,3,3,3,2,3,2,1,2,2,2,2,2,4,4,8,4,3,4,1,2,3,9,7,4,1,2,3,2,1.05719319369233,0.128261757929228,-1.71559844240505,-0.334845137635763,-1.35945163963372,0.486679043861693
608162,608049,5,3,1,1,1,1,1,-0.0506562319558547,-0.0125338546086695,-0.388316965253756,0.752812653603478,2.52682185915566,2.21425177535513,2.08491092080702,7,3,8,2,4,7,7,3,5,3,3,8,9,4,9,9,9,8,9,9,9,5,10,10,9,10,10,10,8,10,9,7,2,6,9,8,8,5,8,8,7,7,6,7,6,4,4,4,5,2,4,2,2,3,2,2,4,2,2,2,3,3,4,3,2,3,4,3,3,3,3,4,4,4,3,3,8,3,4,2,2,3,3,8,8,5,2,3,2,2,2.60379692096881,0.349628522569567,-0.0549936363312425,0.0569984872186053,0.987992393593943,1.70236650977757
608162,608049,5,3,1,1,1,2,1,-0.458467982629299,-0.0397150287208942,0.400945113305957,-0.839237973927064,-0.974198245719535,-1.36947671015172,-1.17302492201539,8,8,5,7,5,10,6,1,8,5,1,1,1,2,8,2,2,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,8,5,5,5,8,3,3,7,7,8,8,8,9,3,4,4,2,4,4,2,4,2,2,4,4,2,4,2,4,4,4,4,2,4,4,2,2,4,4,2,2,4,4,10,4,2,4,2,2,3,5,10,5,4,4,2,2,-1.29498985320974,-0.340089675163858,-0.561749356169139,1.20456933190669,-0.639920138842973,-0.573693097605688
608162,608049,5,3,1,1,1,1,1,1.52696233067953,1.56008861837408,-0.145851836385803,0.0901366871923666,-1.01555901788009,-0.86127118190571,-0.623730945298425,10,8,10,10,1,5,5,1,10,10,5,9,5,7,8,1,1,3,5,1,1,1,6,1,1,1,1,1,1,6,1,1,1,10,10,8,10,9,3,10,10,8,10,10,5,5,1,2,8,3,3,2,3,3,4,3,3,3,3,2,4,4,4,4,4,3,5,2,3,3,2,4,2,3,4,4,5,4,4,1,1,4,1,10,10,9,4,4,4,4,-0.905662370430241,1.29099544530157,1.67287408509891,1.1632734057841,-0.510894454717907,-1.2812651768564
608162,608049,5,3,1,1,1,2,1,1.70980854710695,-0.0762649087802224,-0.170719293150727,-0.588726629807571,-0.813708977087314,-0.941720994853411,-1.4779423409682,7,8,9,6,5,9,5,2,7,7,6,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,3,5,2,1,2,1,2,5,7,9,10,6,4,5,4,7,10,8,6,2,1,2,5,2,3,3,2,3,4,4,4,2,4,2,4,4,4,4,3,3,4,2,4,3,2,4,3,3,3,4,8,4,3,4,3,3,3,5,5,7,3,3,4,2,-1.05291532307575,0.163480896027595,1.84994274785539,0.506793424043003,0.0148036733921186,-1.13917574477612
608162,608049,5,3,1,1,1,1,1,0.586632873209384,0.514380253007291,0.489775273659464,0.0150713113431964,-0.771145290130004,-0.877583002487916,0.133364823650407,8,5,6,7,7,6,1,1,6,7,6,6,5,4,4,3,4,4,3,6,3,2,6,1,1,1,1,1,2,2,3,1,1,8,6,5,8,8,5,7,8,7,8,8,8,8,2,3,7,2,3,3,3,3,3,3,3,3,2,2,3,3,2,3,3,3,3,3,3,3,3,2,3,2,3,3,5,1,3,2,1,2,1,8,10,8,4,4,3,4,-0.703623538661215,0.332344227633309,0.641253380063742,-0.488716660615756,-0.536556028070898,-0.0285418854916877
608162,608061,5,3,1,1,1,1,1,0.586632873209384,0.729722003278007,0.552574717491433,1.04131892208055,-0.735463184859118,-1.37326389238831,-1.07965994215777,8,8,9,3,3,8,8,1,8,8,8,8,8,3,3,3,2,2,2,2,1,2,2,1,4,1,1,1,1,1,1,1,1,8,8,8,8,8,8,8,8,8,8,8,8,8,2,3,6,2,3,3,3,3,3,3,3,3,2,3,3,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,9,4,2,2,2,2,2,8,8,7,4,4,3,3,-0.998486948739734,0.739755517811039,0.63339889581534,-0.0187178335440052,0.161029070331686,-0.588729538535031
608162,608061,5,3,1,1,1,2,1,-0.458467982629299,1.15660083595016,1.24445541826428,-0.728127417530594,0.345124683885837,2.24290761877928,0.119010414488074,9,10,8,2,3,3,1,1,8,10,2,3,8,3,3,1,3,3,8,3,3,3,3,3,3,7,7,7,9,9,9,9,1,9,5,5,10,5,1,10,10,9,10,8,10,6,2,3,5,2,2,2,2,2,2,2,2,2,2,4,2,4,4,2,3,2,4,3,3,2,2,3,2,3,4,4,10,4,2,3,2,2,3,2,10,10,4,4,3,2,0.802344494775934,0.999990263975329,-0.515646432993966,-0.0311501746192537,-0.667729045130201,-0.599094146064843
608162,608061,5,3,1,1,1,1,1,-0.602276790027273,-0.514416392834723,-2.19286765010133,-1.55417738524479,-0.909705261423486,-0.32807488897791,0.657512445371414,5,8,6,5,5,5,5,2,9,10,8,6,6,7,7,6,6,7,10,5,1,5,5,1,1,1,1,2,1,4,4,2,1,7,8,7,8,5,1,2,8,8,8,2,2,1,2,2,7,2,2,2,2,2,2,1,2,2,2,2,2,4,2,2,2,4,4,2,4,2,4,4,4,4,4,4,10,4,2,2,2,2,3,4,10,6,3,4,4,2,-0.497117635453338,-0.322332006740065,-0.445377727362017,-0.66334679630594,1.07861935361835,0.929352822877268
608162,608061,5,3,1,1,1,2,1,0.852455003253693,-0.131501206095581,0.46742752347893,-0.0974661875440008,-0.898664467558263,-0.397080963775626,-1.20389120182339,10,7,5,1,1,10,8,3,5,6,8,8,4,8,1,1,1,2,1,1,1,1,1,1,3,1,1,1,2,1,5,5,1,7,6,6,8,8,5,8,4,7,7,8,8,7,3,3,5,2,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,3,4,2,4,3,3,3,3,3,3,3,10,3,3,1,1,2,3,5,8,7,2,4,3,2,-0.955484330180643,0.0763509907410321,0.978728828784144,0.743890450471141,0.355960492729742,-1.08120979673133
608162,608061,5,3,1,1,1,1,1,-0.314659175231326,-0.279274290072416,0.200838761616815,0.0667755832693847,-0.664663793505957,-0.406597230312444,1.21794490288123,5,10,5,5,1,3,10,1,5,8,8,8,5,5,8,1,1,5,10,10,1,1,10,1,1,1,8,5,5,1,1,6,1,5,8,5,10,10,5,8,5,8,5,5,8,8,1,2,5,2,3,3,2,2,2,3,3,3,2,3,2,4,5,3,3,3,5,3,3,3,4,3,3,3,3,4,8,3,2,3,2,3,3,8,8,7,4,4,4,2,-0.306358581928658,0.429686646393663,-0.236121020010404,1.19770980000484,0.312390360986243,-0.915388064090055
608162,608061,5,3,1,1,1,2,1,0.852455003253693,0.636093917222605,-0.403342238448569,-0.267267390558524,0.822032084729827,1.05683541120639,1.09301068608478,1,2,9,5,1,3,8,2,7,8,5,6,4,8,4,9,9,7,6,8,2,8,8,7,5,6,6,4,7,6,7,5,1,8,2,8,8,9,3,8,7,7,10,3,6,7,2,2,8,3,3,2,3,2,3,3,3,2,3,2,3,5,4,4,3,3,5,3,3,3,3,3,3,3,3,2,9,3,2,2,2,4,2,8,8,9,3,4,4,3,1.07851601084263,0.301756488148523,0.934259929725796,1.1710212329282,0.255231598616723,1.54814266830593
608162,608061,5,3,1,1,1,2,1,0.074923170875493,1.24818042005748,1.05040043795169,1.49119415637601,0.0546080884716691,-0.057114135580891,0.551591597755551,10,10,10,10,5,9,9,1,10,10,9,5,5,5,10,10,5,10,9,4,2,8,4,4,3,4,4,4,4,2,4,4,1,8,4,10,10,4,9,10,10,9,9,10,9,4,2,3,3,1,4,4,2,4,4,2,4,4,2,2,2,2,2,1,4,2,4,4,4,2,2,2,2,2,4,4,8,4,2,1,1,2,2,9,10,8,4,4,3,3,0.30643174931507,1.27381239330435,0.12698182563384,-0.55237767137927,-1.3104529309328,1.19631747093573
608162,608061,5,3,1,1,1,2,2,0.216039344796541,0.136077185709831,-1.70370308922573,-0.388229404592464,-0.548327927725798,-0.757377416703165,-0.944745158316011,3,7,9,8,8,8,8,3,3,3,4,3,4,3,3,3,4,2,4,1,1,2,2,2,4,2,2,2,2,2,2,4,1,7,8,3,9,9,4,8,8,8,7,2,3,3,2,4,4,2,2,3,2,2,3,2,4,3,2,3,3,4,4,3,3,3,4,3,3,3,3,3,3,3,2,3,8,3,2,4,2,2,5,9,10,9,2,4,2,NA,-0.733725871907554,0.176548162922613,0.296084678020156,0.575997672229501,0.191271937332732,-0.239168732244493
608162,608061,5,3,1,1,1,1,1,0.873377041297245,0.780877782499749,1.41640207759518,-0.516448231876772,-0.865777333621285,-0.900835328032165,0.26657818350542,10,3,9,1,1,10,9,3,9,9,9,8,1,9,9,1,9,2,8,1,1,8,8,1,1,1,1,1,2,2,2,1,1,10,2,10,10,9,2,2,9,9,10,10,10,8,2,2,7,2,3,2,3,2,2,5,3,1,3,3,3,4,4,4,2,2,4,2,4,2,2,4,2,2,4,4,10,3,2,2,2,2,3,9,10,8,2,4,4,2,-0.589372246996443,0.755953176851579,0.992571667923133,0.425094442861473,-1.45520729491269,0.0611327450489677
608162,608061,5,3,1,1,2,2,1,0.810724960747327,0.183281192665102,0.339713859564473,0.116958220208783,-1.03509271889914,-1.01938851316595,-0.876337395717112,7,5,6,1,10,5,1,1,10,10,5,10,10,10,10,1,1,1,5,2,1,1,1,1,1,1,1,1,6,1,1,1,1,10,10,10,10,4,6,6,6,6,10,6,8,3,3,3,5,2,3,2,4,2,2,2,4,2,2,4,4,1,1,3,3,2,2,3,2,2,4,1,2,2,2,1,5,4,4,1,2,2,1,2,4,10,4,4,3,4,-1.08784220104117,0.303454165958941,0.851834889876101,-1.62459752408921,-0.764492998344248,-0.81632417174801
608162,608061,5,3,1,1,1,2,1,-0.170850367833352,0.443448977992288,-0.611851217485039,0.398709573625064,-0.118052094961374,0.122023742337692,0.148152982385462,10,5,7,6,4,5,5,2,6,8,3,2,8,8,8,4,2,4,6,3,1,5,7,6,2,2,6,4,5,6,4,2,1,8,7,8,5,6,7,6,8,7,9,7,5,3,2,3,5,2,3,1,2,3,2,4,4,2,2,2,2,3,2,4,5,4,4,3,3,3,3,2,3,4,4,4,8,4,2,4,2,4,2,8,9,6,3,4,3,3,0.0249232961205912,0.181375751041485,-0.256183048552293,0.426589633488951,0.702044377090088,-0.411524223869442
608162,608061,5,3,1,1,1,2,1,0.0931525754421188,1.00634738920312,-0.652500222934856,0.0373671018607972,1.78477109464244,2.41921095856084,1.72139841016585,9,8,7,7,6,9,6,1,7,7,6,10,10,7,9,5,8,9,3,10,10,7,5,5,6,8,10,10,10,8,10,10,1,10,10,7,10,5,5,9,9,6,10,10,4,5,1,4,5,2,3,3,2,3,2,3,3,3,2,3,3,1,1,2,2,2,5,2,3,3,3,4,4,4,2,3,5,2,2,1,3,4,1,7,3,1,4,4,2,4,2.09901019236109,0.86553779852689,0.144360867195155,-1.32612673151378,0.967661682013345,1.24749327504936
608162,608061,5,3,1,1,1,2,1,-0.458467982629299,1.14037261252696,0.171605406559553,-0.760990957921862,1.87782933066703,1.51612946962764,1.4800048937385,7,7,7,5,5,5,5,1,5,5,7,5,5,5,7,10,10,10,10,5,10,5,10,1,10,10,10,10,10,5,5,10,1,5,5,5,6,6,1,10,10,10,10,7,7,5,2,3,5,2,4,3,2,2,2,2,2,3,2,2,2,4,3,3,3,2,4,3,3,3,3,3,2,3,4,3,7,2,2,4,2,3,1,10,10,10,4,4,3,4,1.9235514298377,0.710947575560656,-0.469354363660128,0.292133114789597,-0.276271645946692,2.23474422246906
